Infinitive,Mood,Tense,1s,2s,3s,1p,3p
Afirmar,Subjunctive,Past Perfect,hubiera afirmado,hubieras afirmado,hubiera afirmado,hubiéramos afirmado,hubieran afirmado
Afirmar,Subjunctive,Future Perfect,hubiere afirmado,hubieres afirmado,hubiere afirmado,hubiéremos afirmado,hubieren afirmado
Afirmar,Imperative,Affirmative,-,afirma,afirme,afirmemos,afirmen
Afirmar,Imperative,Negative,-,no afirmes,no afirme,no afirmemos,no afirmen
Agradecer,Indicative,Present,agradezco,agradeces,agradece,agradecemos,agradecen
Agradecer,Indicative,Preterite,agradecí,agradeciste,agradeció,agradecimos,agradecieron
Agradecer,Indicative,Imperfect,agradecía,agradecías,agradecía,agradecíamos,agradecían
Agradecer,Indicative,Present Continuous,estoy agradeciendo,estás agradeciendo,está agradeciendo,estamos agradeciendo,están agradeciendo
Agradecer,Indicative,Informal Future,voy a agradecer,vas a agradecer,va a agradecer,vamos a agradecer,van a agradecer
Agradecer,Indicative,Future,agradeceré,agradecerás,agradecerá,agradeceremos,agradecerán
Agradecer,Indicative,Conditional,agradecería,agradecerías,agradecería,agradeceríamos,agradecerían
Agradecer,Indicative,Present Perfect,he agradecido,has agradecido,ha agradecido,hemos agradecido,han agradecido
Agradecer,Indicative,Past Perfect,había agradecido,habías agradecido,había agradecido,habíamos agradecido,habían agradecido
Agradecer,Indicative,Future Perfect,habré agradecido,habrás agradecido,habrá agradecido,habremos agradecido,habrán agradecido
Agradecer,Indicative,Conditional Perfect,habría agradecido,habrías agradecido,habría agradecido,habríamos agradecido,habrían agradecido
Agradecer,Subjunctive,Present,agradezca,agradezcas,agradezca,agradezcamos,agradezcan
Agradecer,Subjunctive,Imperfect,agradeciera,agradecieras,agradeciera,agradeciéramos,agradecieran
Agradecer,Subjunctive,Future,agradeciere,agradecieres,agradeciere,agradeciéremos,agradecieren
Agradecer,Subjunctive,Present Perfect,haya agradecido,hayas agradecido,haya agradecido,hayamos agradecido,hayan agradecido
Agradecer,Subjunctive,Past Perfect,hubiera agradecido,hubieras agradecido,hubiera agradecido,hubiéramos agradecido,hubieran agradecido
Agradecer,Subjunctive,Future Perfect,hubiere agradecido,hubieres agradecido,hubiere agradecido,hubiéremos agradecido,hubieren agradecido
Agradecer,Imperative,Affirmative,-,agradece,agradezca,agradezcamos,agradezcan
Agradecer,Imperative,Negative,-,no agradezcas,no agradezca,no agradezcamos,no agradezcan
Aguantar,Indicative,Present,aguanto,aguantas,aguanta,aguantamos,aguantan
Aguantar,Indicative,Preterite,aguanté,aguantaste,aguantó,aguantamos,aguantaron
Aguantar,Indicative,Imperfect,aguantaba,aguantabas,aguantaba,aguantábamos,aguantaban
Aguantar,Indicative,Present Continuous,estoy aguantando,estás aguantando,está aguantando,estamos aguantando,están aguantando
Aguantar,Indicative,Informal Future,voy a aguantar,vas a aguantar,va a aguantar,vamos a aguantar,van a aguantar
Aguantar,Indicative,Future,aguantaré,aguantarás,aguantará,aguantaremos,aguantarán
Aguantar,Indicative,Conditional,aguantaría,aguantarías,aguantaría,aguantaríamos,aguantarían
Aguantar,Indicative,Present Perfect,he aguantado,has aguantado,ha aguantado,hemos aguantado,han aguantado
Aguantar,Indicative,Past Perfect,había aguantado,habías aguantado,había aguantado,habíamos aguantado,habían aguantado
Aguantar,Indicative,Future Perfect,habré aguantado,habrás aguantado,habrá aguantado,habremos aguantado,habrán aguantado
Aguantar,Indicative,Conditional Perfect,habría aguantado,habrías aguantado,habría aguantado,habríamos aguantado,habrían aguantado
Aguantar,Subjunctive,Present,aguante,aguantes,aguante,aguantemos,aguanten
Aguantar,Subjunctive,Imperfect,aguantara,aguantaras,aguantara,aguantáramos,aguantaran
Aguantar,Subjunctive,Future,aguantare,aguantares,aguantare,aguantáremos,aguantaren
Aguantar,Subjunctive,Present Perfect,haya aguantado,hayas aguantado,haya aguantado,hayamos aguantado,hayan aguantado
Aguantar,Subjunctive,Past Perfect,hubiera aguantado,hubieras aguantado,hubiera aguantado,hubiéramos aguantado,hubieran aguantado
Aguantar,Subjunctive,Future Perfect,hubiere aguantado,hubieres aguantado,hubiere aguantado,hubiéremos aguantado,hubieren aguantado
Aguantar,Imperative,Affirmative,-,aguanta,aguante,aguantemos,aguanten
Aguantar,Imperative,Negative,-,no aguantes,no aguante,no aguantemos,no aguanten
Ahorrar,Indicative,Present,ahorro,ahorras,ahorra,ahorramos,ahorran
Ahorrar,Indicative,Preterite,ahorré,ahorraste,ahorró,ahorramos,ahorraron
Ahorrar,Indicative,Imperfect,ahorraba,ahorrabas,ahorraba,ahorrábamos,ahorraban
Ahorrar,Indicative,Present Continuous,estoy ahorrando,estás ahorrando,está ahorrando,estamos ahorrando,están ahorrando
Ahorrar,Indicative,Informal Future,voy a ahorrar,vas a ahorrar,va a ahorrar,vamos a ahorrar,van a ahorrar
Ahorrar,Indicative,Future,ahorraré,ahorrarás,ahorrará,ahorraremos,ahorrarán
Ahorrar,Indicative,Conditional,ahorraría,ahorrarías,ahorraría,ahorraríamos,ahorrarían
Ahorrar,Indicative,Present Perfect,he ahorrado,has ahorrado,ha ahorrado,hemos ahorrado,han ahorrado
Ahorrar,Indicative,Past Perfect,había ahorrado,habías ahorrado,había ahorrado,habíamos ahorrado,habían ahorrado
Ahorrar,Indicative,Future Perfect,habré ahorrado,habrás ahorrado,habrá ahorrado,habremos ahorrado,habrán ahorrado
Ahorrar,Indicative,Conditional Perfect,habría ahorrado,habrías ahorrado,habría ahorrado,habríamos ahorrado,habrían ahorrado
Ahorrar,Subjunctive,Present,ahorre,ahorres,ahorre,ahorremos,ahorren
Ahorrar,Subjunctive,Imperfect,ahorrara,ahorraras,ahorrara,ahorráramos,ahorraran
Ahorrar,Subjunctive,Future,ahorrare,ahorrares,ahorrare,ahorráremos,ahorraren
Ahorrar,Subjunctive,Present Perfect,haya ahorrado,hayas ahorrado,haya ahorrado,hayamos ahorrado,hayan ahorrado
Ahorrar,Subjunctive,Past Perfect,hubiera ahorrado,hubieras ahorrado,hubiera ahorrado,hubiéramos ahorrado,hubieran ahorrado
Ahorrar,Subjunctive,Future Perfect,hubiere ahorrado,hubieres ahorrado,hubiere ahorrado,hubiéremos ahorrado,hubieren ahorrado
Ahorrar,Imperative,Affirmative,-,ahorra,ahorre,ahorremos,ahorren
Ahorrar,Imperative,Negative,-,no ahorres,no ahorre,no ahorremos,no ahorren
Aislar,Indicative,Present,aislo,aislas,aisla,aislamos,aislan
Aislar,Indicative,Preterite,aislé,aislaste,aisló,aislamos,aislaron
Aislar,Indicative,Imperfect,aislaba,aislabas,aislaba,aislábamos,aislaban
Aislar,Indicative,Present Continuous,estoy aislando,estás aislando,está aislando,estamos aislando,están aislando
Aislar,Indicative,Informal Future,voy a aislar,vas a aislar,va a aislar,vamos a aislar,van a aislar
Aislar,Indicative,Future,aislaré,aislarás,aislará,aislaremos,aislarán
Aislar,Indicative,Conditional,aislaría,aislarías,aislaría,aislaríamos,aislarían
Aislar,Indicative,Present Perfect,he aislado,has aislado,ha aislado,hemos aislado,han aislado
Aislar,Indicative,Past Perfect,había aislado,habías aislado,había aislado,habíamos aislado,habían aislado
Aislar,Indicative,Future Perfect,habré aislado,habrás aislado,habrá aislado,habremos aislado,habrán aislado
Aislar,Indicative,Conditional Perfect,habría aislado,habrías aislado,habría aislado,habríamos aislado,habrían aislado
Aislar,Subjunctive,Present,aisle,aisles,aisle,aislemos,aislen
Aislar,Subjunctive,Imperfect,aislara,aislaras,aislara,aisláramos,aislaran
Aislar,Subjunctive,Future,aislare,aislares,aislare,aisláremos,aislaren
Aislar,Subjunctive,Present Perfect,haya aislado,hayas aislado,haya aislado,hayamos aislado,hayan aislado
Aislar,Subjunctive,Past Perfect,hubiera aislado,hubieras aislado,hubiera aislado,hubiéramos aislado,hubieran aislado
Aislar,Subjunctive,Future Perfect,hubiere aislado,hubieres aislado,hubiere aislado,hubiéremos aislado,hubieren aislado
Aislar,Imperative,Affirmative,-,aisla,aisle,aislemos,aislen
Aislar,Imperative,Negative,-,no aisles,no aisle,no aislemos,no aíslen
Alcanzar,Indicative,Present,alcanzo,alcanzas,alcanza,alcanzamos,alcanzan
Alcanzar,Indicative,Preterite,alcancé,alcanzaste,alcanzó,alcanzamos,alcanzaron
Alcanzar,Indicative,Imperfect,alcanzaba,alcanzabas,alcanzaba,alcanzábamos,alcanzaban
Alcanzar,Indicative,Present Continuous,estoy alcanzando,estás alcanzando,está alcanzando,estamos alcanzando,están alcanzando
Alcanzar,Indicative,Informal Future,voy a alcanzar,vas a alcanzar,va a alcanzar,vamos a alcanzar,van a alcanzar
Alcanzar,Indicative,Future,alcanzaré,alcanzarás,alcanzará,alcanzaremos,alcanzarán
Alcanzar,Indicative,Conditional,alcanzaría,alcanzarías,alcanzaría,alcanzaríamos,alcanzarían
Alcanzar,Indicative,Present Perfect,he alcanzado,has alcanzado,ha alcanzado,hemos alcanzado,han alcanzado
Alcanzar,Indicative,Past Perfect,había alcanzado,habías alcanzado,había alcanzado,habíamos alcanzado,habían alcanzado
Alcanzar,Indicative,Future Perfect,habré alcanzado,habrás alcanzado,habrá alcanzado,habremos alcanzado,habrán alcanzado
Alcanzar,Indicative,Conditional Perfect,habría alcanzado,habrías alcanzado,habría alcanzado,habríamos alcanzado,habrían alcanzado
Alcanzar,Subjunctive,Present,alcance,alcances,alcance,alcancemos,alcancen
Alcanzar,Subjunctive,Imperfect,alcanzara,alcanzaras,alcanzara,alcanzáramos,alcanzaran
Alcanzar,Subjunctive,Future,alcanzare,alcanzares,alcanzare,alcanzáremos,alcanzaren
Alcanzar,Subjunctive,Present Perfect,haya alcanzado,hayas alcanzado,haya alcanzado,hayamos alcanzado,hayan alcanzado
Alcanzar,Subjunctive,Past Perfect,hubiera alcanzado,hubieras alcanzado,hubiera alcanzado,hubiéramos alcanzado,hubieran alcanzado
Alcanzar,Subjunctive,Future Perfect,hubiere alcanzado,hubieres alcanzado,hubiere alcanzado,hubiéremos alcanzado,hubieren alcanzado
Alcanzar,Imperative,Affirmative,-,alcanza,alcance,alcancemos,alcancen
Alcanzar,Imperative,Negative,-,no alcances,no alcance,no alcancemos,no alcancen
Alegrar,Indicative,Present,alegro,alegras,alegra,alegramos,alegran
Alegrar,Indicative,Preterite,alegré,alegraste,alegró,alegramos,alegraron
Alegrar,Indicative,Imperfect,alegraba,alegrabas,alegraba,alegrábamos,alegraban
Alegrar,Indicative,Present Continuous,estoy alegrando,estás alegrando,está alegrando,estamos alegrando,están alegrando
Alegrar,Indicative,Informal Future,voy a alegrar,vas a alegrar,va a alegrar,vamos a alegrar,van a alegrar
Alegrar,Indicative,Future,alegraré,alegrarás,alegrará,alegraremos,alegrarán
Alegrar,Indicative,Conditional,alegraría,alegrarías,alegraría,alegraríamos,alegrarían
Alegrar,Indicative,Present Perfect,he alegrado,has alegrado,ha alegrado,hemos alegrado,han alegrado
Alegrar,Indicative,Past Perfect,había alegrado,habías alegrado,había alegrado,habíamos alegrado,habían alegrado
Alegrar,Indicative,Future Perfect,habré alegrado,habrás alegrado,habrá alegrado,habremos alegrado,habrán alegrado
Alegrar,Indicative,Conditional Perfect,habría alegrado,habrías alegrado,habría alegrado,habríamos alegrado,habrían alegrado
Alegrar,Subjunctive,Present,alegre,alegres,alegre,alegremos,alegren
Alegrar,Subjunctive,Imperfect,alegrara,alegraras,alegrara,alegráramos,alegraran
Alegrar,Subjunctive,Future,alegrare,alegrares,alegrare,alegráremos,alegraren
Alegrar,Subjunctive,Present Perfect,haya alegrado,hayas alegrado,haya alegrado,hayamos alegrado,hayan alegrado
Alegrar,Subjunctive,Past Perfect,hubiera alegrado,hubieras alegrado,hubiera alegrado,hubiéramos alegrado,hubieran alegrado
Alegrar,Subjunctive,Future Perfect,hubiere alegrado,hubieres alegrado,hubiere alegrado,hubiéremos alegrado,hubieren alegrado
Alegrar,Imperative,Affirmative,-,alegra,alegre,alegremos,alegren
Alegrar,Imperative,Negative,-,no alegres,no alegre,no alegremos,no alegren
Alegrarse,Indicative,Present,alegro,alegras,alegra,alegramos,alegran
Alegrarse,Indicative,Preterite,alegré,alegraste,alegró,alegramos,alegraron
Alegrarse,Indicative,Imperfect,alegraba,alegrabas,alegraba,alegrábamos,alegraban
Alegrarse,Indicative,Present Continuous,estoy alegrando,estás alegrando,está alegrando,estamos alegrando,están alegrando
Alegrarse,Indicative,Informal Future,voy a alegrar,vas a alegrar,va a alegrar,vamos a alegrar,van a alegrar
Alegrarse,Indicative,Future,alegraré,alegrarás,alegrará,alegraremos,alegrarán
Alegrarse,Indicative,Conditional,alegraría,alegrarías,alegraría,alegraríamos,alegrarían
Alegrarse,Indicative,Present Perfect,he alegrado,has alegrado,ha alegrado,hemos alegrado,han alegrado
Alegrarse,Indicative,Past Perfect,había alegrado,habías alegrado,había alegrado,habíamos alegrado,habían alegrado
Alegrarse,Indicative,Future Perfect,habré alegrado,habrás alegrado,habrá alegrado,habremos alegrado,habrán alegrado
Alegrarse,Indicative,Conditional Perfect,habría alegrado,habrías alegrado,habría alegrado,habríamos alegrado,habrían alegrado
Alegrarse,Subjunctive,Present,alegre,alegres,alegre,alegremos,alegren
Alegrarse,Subjunctive,Imperfect,alegrara,alegraras,alegrara,alegráramos,alegraran
Alegrarse,Subjunctive,Future,alegrare,alegrares,alegrare,alegráremos,alegraren
Alegrarse,Subjunctive,Present Perfect,haya alegrado,hayas alegrado,haya alegrado,hayamos alegrado,hayan alegrado
Alegrarse,Subjunctive,Past Perfect,hubiera alegrado,hubieras alegrado,hubiera alegrado,hubiéramos alegrado,hubieran alegrado
Alegrarse,Subjunctive,Future Perfect,hubiere alegrado,hubieres alegrado,hubiere alegrado,hubiéremos alegrado,hubieren alegrado
Alegrarse,Imperative,Affirmative,-,alégrate,alégrese,alegrémonos,alégrense
Alegrarse,Imperative,Negative,-,no te alegres,no se alegre,no nos alegremos,no se alegren
Alejar,Indicative,Present,alejo,alejas,aleja,alejamos,alejan
Alejar,Indicative,Preterite,alejé,alejaste,alejó,alejamos,alejaron
Alejar,Indicative,Imperfect,alejaba,alejabas,alejaba,alejábamos,alejaban
Alejar,Indicative,Present Continuous,estoy alejando,estás alejando,está alejando,estamos alejando,están alejando
Alejar,Indicative,Informal Future,voy a alejar,vas a alejar,va a alejar,vamos a alejar,van a alejar
Alejar,Indicative,Future,alejaré,alejarás,alejará,alejaremos,alejarán
Alejar,Indicative,Conditional,alejaría,alejarías,alejaría,alejaríamos,alejarían
Alejar,Indicative,Present Perfect,he alejado,has alejado,ha alejado,hemos alejado,han alejado
Alejar,Indicative,Past Perfect,había alejado,habías alejado,había alejado,habíamos alejado,habían alejado
Alejar,Indicative,Future Perfect,habré alejado,habrás alejado,habrá alejado,habremos alejado,habrán alejado
Alejar,Indicative,Conditional Perfect,habría alejado,habrías alejado,habría alejado,habríamos alejado,habrían alejado
Alejar,Subjunctive,Present,aleje,alejes,aleje,alejemos,alejen
Alejar,Subjunctive,Imperfect,alejara,alejaras,alejara,alejáramos,alejaran
Alejar,Subjunctive,Future,alejare,alejares,alejare,alejáremos,alejaren
Alejar,Subjunctive,Present Perfect,haya alejado,hayas alejado,haya alejado,hayamos alejado,hayan alejado
Alejar,Subjunctive,Past Perfect,hubiera alejado,hubieras alejado,hubiera alejado,hubiéramos alejado,hubieran alejado
Alejar,Subjunctive,Future Perfect,hubiere alejado,hubieres alejado,hubiere alejado,hubiéremos alejado,hubieren alejado
Alejar,Imperative,Affirmative,-,aleja,aleje,alejemos,alejen
Alejar,Imperative,Negative,-,no alejes,no aleje,no alejemos,no alejen
Alimentar,Indicative,Present,alimento,alimentas,alimenta,alimentamos,alimentan
Alimentar,Indicative,Preterite,alimenté,alimentaste,alimentó,alimentamos,alimentaron
Alimentar,Indicative,Imperfect,alimentaba,alimentabas,alimentaba,alimentábamos,alimentaban
Alimentar,Indicative,Present Continuous,estoy alimentando,estás alimentando,está alimentando,estamos alimentando,están alimentando
Alimentar,Indicative,Informal Future,voy a alimentar,vas a alimentar,va a alimentar,vamos a alimentar,van a alimentar
Alimentar,Indicative,Future,alimentaré,alimentarás,alimentará,alimentaremos,alimentarán
Alimentar,Indicative,Conditional,alimentaría,alimentarías,alimentaría,alimentaríamos,alimentarían
Alimentar,Indicative,Present Perfect,he alimentado,has alimentado,ha alimentado,hemos alimentado,han alimentado
Alimentar,Indicative,Past Perfect,había alimentado,habías alimentado,había alimentado,habíamos alimentado,habían alimentado
Alimentar,Indicative,Future Perfect,habré alimentado,habrás alimentado,habrá alimentado,habremos alimentado,habrán alimentado
Alimentar,Indicative,Conditional Perfect,habría alimentado,habrías alimentado,habría alimentado,habríamos alimentado,habrían alimentado
Alimentar,Subjunctive,Present,alimente,alimentes,alimente,alimentemos,alimenten
Alimentar,Subjunctive,Imperfect,alimentara,alimentaras,alimentara,alimentáramos,alimentaran
Alimentar,Subjunctive,Future,alimentare,alimentares,alimentare,alimentáremos,alimentaren
Alimentar,Subjunctive,Present Perfect,haya alimentado,hayas alimentado,haya alimentado,hayamos alimentado,hayan alimentado
Alimentar,Subjunctive,Past Perfect,hubiera alimentado,hubieras alimentado,hubiera alimentado,hubiéramos alimentado,hubieran alimentado
Alimentar,Subjunctive,Future Perfect,hubiere alimentado,hubieres alimentado,hubiere alimentado,hubiéremos alimentado,hubieren alimentado
Alimentar,Imperative,Affirmative,-,alimenta,alimente,alimentemos,alimenten
Alimentar,Imperative,Negative,-,no alimentes,no alimente,no alimentemos,no alimenten
Almacenar,Indicative,Present,almaceno,almacenas,almacena,almacenamos,almacenan
Almacenar,Indicative,Preterite,almacené,almacenaste,almacenó,almacenamos,almacenaron
Almacenar,Indicative,Imperfect,almacenaba,almacenabas,almacenaba,almacenábamos,almacenaban
Almacenar,Indicative,Present Continuous,estoy almacenando,estás almacenando,está almacenando,estamos almacenando,están almacenando
Almacenar,Indicative,Informal Future,voy a almacenar,vas a almacenar,va a almacenar,vamos a almacenar,van a almacenar
Almacenar,Indicative,Future,almacenaré,almacenarás,almacenará,almacenaremos,almacenarán
Almacenar,Indicative,Conditional,almacenaría,almacenarías,almacenaría,almacenaríamos,almacenarían
Almacenar,Indicative,Present Perfect,he almacenado,has almacenado,ha almacenado,hemos almacenado,han almacenado
Almacenar,Indicative,Past Perfect,había almacenado,habías almacenado,había almacenado,habíamos almacenado,habían almacenado
Almacenar,Indicative,Future Perfect,habré almacenado,habrás almacenado,habrá almacenado,habremos almacenado,habrán almacenado
Almacenar,Indicative,Conditional Perfect,habría almacenado,habrías almacenado,habría almacenado,habríamos almacenado,habrían almacenado
Almacenar,Subjunctive,Present,almacene,almacenes,almacene,almacenemos,almacenen
Almacenar,Subjunctive,Imperfect,almacenara,almacenaras,almacenara,almacenáramos,almacenaran
Almacenar,Subjunctive,Future,almacenare,almacenares,almacenare,almacenáremos,almacenaren
Almacenar,Subjunctive,Present Perfect,haya almacenado,hayas almacenado,haya almacenado,hayamos almacenado,hayan almacenado
Almacenar,Subjunctive,Past Perfect,hubiera almacenado,hubieras almacenado,hubiera almacenado,hubiéramos almacenado,hubieran almacenado
Almacenar,Subjunctive,Future Perfect,hubiere almacenado,hubieres almacenado,hubiere almacenado,hubiéremos almacenado,hubieren almacenado
Almacenar,Imperative,Affirmative,-,almacena,almacene,almacenemos,almacenen
Almacenar,Imperative,Negative,-,no almacenes,no almacene,no almacenemos,no almacenen
Almorzar,Indicative,Present,almuerzo,almuerzas,almuerza,almorzamos,almuerzan
Almorzar,Indicative,Preterite,almorcé,almorzaste,almorzó,almorzamos,almorzaron
Almorzar,Indicative,Imperfect,almorzaba,almorzabas,almorzaba,almorzábamos,almorzaban
Almorzar,Indicative,Present Continuous,estoy almorzando,estás almorzando,está almorzando,estamos almorzando,están almorzando
Almorzar,Indicative,Informal Future,voy a almorzar,vas a almorzar,va a almorzar,vamos a almorzar,van a almorzar
Almorzar,Indicative,Future,almorzaré,almorzarás,almorzará,almorzaremos,almorzarán
Almorzar,Indicative,Conditional,almorzaría,almorzarías,almorzaría,almorzaríamos,almorzarían
Almorzar,Indicative,Present Perfect,he almorzado,has almorzado,ha almorzado,hemos almorzado,han almorzado
Almorzar,Indicative,Past Perfect,había almorzado,habías almorzado,había almorzado,habíamos almorzado,habían almorzado
Almorzar,Indicative,Future Perfect,habré almorzado,habrás almorzado,habrá almorzado,habremos almorzado,habrán almorzado
Almorzar,Indicative,Conditional Perfect,habría almorzado,habrías almorzado,habría almorzado,habríamos almorzado,habrían almorzado
Almorzar,Subjunctive,Present,almuerce,almuerces,almuerce,almorcemos,almuercen
Almorzar,Subjunctive,Imperfect,almorzara,almorzaras,almorzara,almorzáramos,almorzaran
Almorzar,Subjunctive,Future,almorzare,almorzares,almorzare,almorzáremos,almorzaren
Almorzar,Subjunctive,Present Perfect,haya almorzado,hayas almorzado,haya almorzado,hayamos almorzado,hayan almorzado
Almorzar,Subjunctive,Past Perfect,hubiera almorzado,hubieras almorzado,hubiera almorzado,hubiéramos almorzado,hubieran almorzado
Almorzar,Subjunctive,Future Perfect,hubiere almorzado,hubieres almorzado,hubiere almorzado,hubiéremos almorzado,hubieren almorzado
Almorzar,Imperative,Affirmative,-,almuerza,almuerce,almorcemos,almuercen
Almorzar,Imperative,Negative,-,no almuerces,no almuerce,no almorcemos,no almuercen
Alquilar,Indicative,Present,alquilo,alquilas,alquila,alquilamos,alquilan
Alquilar,Indicative,Preterite,alquilé,alquilaste,alquiló,alquilamos,alquilaron
Alquilar,Indicative,Imperfect,alquilaba,alquilabas,alquilaba,alquilábamos,alquilaban
Alquilar,Indicative,Present Continuous,estoy alquilando,estás alquilando,está alquilando,estamos alquilando,están alquilando
Alquilar,Indicative,Informal Future,voy a alquilar,vas a alquilar,va a alquilar,vamos a alquilar,van a alquilar
Alquilar,Indicative,Future,alquilaré,alquilarás,alquilará,alquilaremos,alquilarán
Alquilar,Indicative,Conditional,alquilaría,alquilarías,alquilaría,alquilaríamos,alquilarían
Alquilar,Indicative,Present Perfect,he alquilado,has alquilado,ha alquilado,hemos alquilado,han alquilado
Alquilar,Indicative,Past Perfect,había alquilado,habías alquilado,había alquilado,habíamos alquilado,habían alquilado
Alquilar,Indicative,Future Perfect,habré alquilado,habrás alquilado,habrá alquilado,habremos alquilado,habrán alquilado
Alquilar,Indicative,Conditional Perfect,habría alquilado,habrías alquilado,habría alquilado,habríamos alquilado,habrían alquilado
Alquilar,Subjunctive,Present,alquile,alquiles,alquile,alquilemos,alquilen
Alquilar,Subjunctive,Imperfect,alquilara,alquilaras,alquilara,alquiláramos,alquilaran
Alquilar,Subjunctive,Future,alquilare,alquilares,alquilare,alquiláremos,alquilaren
Alquilar,Subjunctive,Present Perfect,haya alquilado,hayas alquilado,haya alquilado,hayamos alquilado,hayan alquilado
Alquilar,Subjunctive,Past Perfect,hubiera alquilado,hubieras alquilado,hubiera alquilado,hubiéramos alquilado,hubieran alquilado
Alquilar,Subjunctive,Future Perfect,hubiere alquilado,hubieres alquilado,hubiere alquilado,hubiéremos alquilado,hubieren alquilado
Alquilar,Imperative,Affirmative,-,alquila,alquile,alquilemos,alquilen
Alquilar,Imperative,Negative,-,no alquiles,no alquile,no alquilemos,no alquilen